name,url,party,state,district,chamber,start,end
"Watson, Diane E.",https://www.congress.gov/member/diane-watson/W000794,Democratic,California,33,House,2003,2011
"Watson, Diane E.",https://www.congress.gov/member/diane-watson/W000794,Democratic,California,32,House,2001,2003
"Watt, Melvin L.",https://www.congress.gov/member/melvin-watt/W000207,Democratic,North Carolina,12,House,1993,2014
"Waxman, Henry A.",https://www.congress.gov/member/henry-waxman/W000215,Democratic,California,33,House,2013,2015
"Waxman, Henry A.",https://www.congress.gov/member/henry-waxman/W000215,Democratic,California,30,House,2003,2013
"Waxman, Henry A.",https://www.congress.gov/member/henry-waxman/W000215,Democratic,California,29,House,1993,2003
"Waxman, Henry A.",https://www.congress.gov/member/henry-waxman/W000215,Democratic,California,24,House,1975,1993
"Webb, Jim",https://www.congress.gov/member/james-webb/W000803,Democratic,Virginia,N/A,Senate,2007,2013
"Weber, Randy K., Sr.",https://www.congress.gov/member/randy-weber/W000814,Republican,Texas,14,House,2013,inf
"Webster, Daniel",https://www.congress.gov/member/daniel-webster/W000806,Republican,Florida,11,House,2017,inf
"Webster, Daniel",https://www.congress.gov/member/daniel-webster/W000806,Republican,Florida,10,House,2013,2017
"Webster, Daniel",https://www.congress.gov/member/daniel-webster/W000806,Republican,Florida,8,House,2011,2013
"Weiner, Anthony D.",https://www.congress.gov/member/anthony-weiner/W000792,Democratic,New York,9,House,1999,2011
"Welch, Peter",https://www.congress.gov/member/peter-welch/W000800,Democratic,Vermont,At Large,House,2007,inf
"Wenstrup, Brad R.",https://www.congress.gov/member/brad-wenstrup/W000815,Republican,Ohio,2,House,2013,inf
"West, Allen B.",https://www.congress.gov/member/allen-west/W000807,Republican,Florida,22,House,2011,2013
"Westerman, Bruce",https://www.congress.gov/member/bruce-westerman/W000821,Republican,Arkansas,4,House,2015,inf
"Westmoreland, Lynn A.",https://www.congress.gov/member/lynn-westmoreland/W000796,Republican,Georgia,3,House,2007,2017
"Westmoreland, Lynn A.",https://www.congress.gov/member/lynn-westmoreland/W000796,Republican,Georgia,8,House,2005,2007
"Wexler, Robert",https://www.congress.gov/member/robert-wexler/W000314,Democratic,Florida,19,House,1997,2010
"Wexton, Jennifer",https://www.congress.gov/member/jennifer-wexton/W000825,Democratic,Virginia,10,House,2019,inf
"Whitehouse, Sheldon",https://www.congress.gov/member/sheldon-whitehouse/W000802,Democratic,Rhode Island,N/A,Senate,2007,inf
"Whitfield, Ed",https://www.congress.gov/member/edward-whitfield/W000413,Republican,Kentucky,1,House,1995,2016
"Wicker, Roger F.",https://www.congress.gov/member/roger-wicker/W000437,Republican,Mississippi,0,Senate,2007,inf
"Wicker, Roger F.",https://www.congress.gov/member/roger-wicker/W000437,Republican,Mississippi,1,House,1995,2007
"Wild, Susan",https://www.congress.gov/member/susan-wild/W000826,Democratic,Pennsylvania,7,House,2019,inf
"Wild, Susan",https://www.congress.gov/member/susan-wild/W000826,Democratic,Pennsylvania,15,House,2018,2019
"Williams, Roger",https://www.congress.gov/member/roger-williams/W000816,Republican,Texas,25,House,2013,inf
"Wilson, Charles A.",https://www.congress.gov/member/charles-wilson/W000801,Democratic,Ohio,6,House,2007,2011
"Wilson, Frederica S.",https://www.congress.gov/member/frederica-wilson/W000808,Democratic,Florida,24,House,2013,inf
"Wilson, Frederica S.",https://www.congress.gov/member/frederica-wilson/W000808,Democratic,Florida,17,House,2011,2013
"Wilson, Joe",https://www.congress.gov/member/joe-wilson/W000795,Republican,South Carolina,2,House,2001,inf
"Wittman, Robert J.",https://www.congress.gov/member/robert-wittman/W000804,Republican,Virginia,1,House,2007,inf
"Wolf, Frank R.",https://www.congress.gov/member/frank-wolf/W000672,Republican,Virginia,10,House,1981,2015
"Womack, Steve",https://www.congress.gov/member/steve-womack/W000809,Republican,Arkansas,3,House,2011,inf
"Woodall, Rob",https://www.congress.gov/member/rob-woodall/W000810,Republican,Georgia,7,House,2011,inf
"Woolsey, Lynn C.",https://www.congress.gov/member/lynn-woolsey/W000738,Democratic,California,6,House,1993,2013
"Wright, Ron",https://www.congress.gov/member/ron-wright/W000827,Republican,Texas,6,House,2019,inf
"Wu, David",https://www.congress.gov/member/david-wu/W000793,Democratic,Oregon,1,House,1999,2011
"Wyden, Ron",https://www.congress.gov/member/ron-wyden/W000779,Democratic,Oregon,0,Senate,1996,inf
"Wyden, Ron",https://www.congress.gov/member/ron-wyden/W000779,Democratic,Oregon,3,House,1981,1996
"Yarmuth, John A.",https://www.congress.gov/member/john-yarmuth/Y000062,Democratic,Kentucky,3,House,2007,inf
"Yoder, Kevin",https://www.congress.gov/member/kevin-yoder/Y000063,Republican,Kansas,3,House,2011,2019
"Yoho, Ted S.",https://www.congress.gov/member/ted-yoho/Y000065,Republican,Florida,3,House,2013,inf
"Young, C. W. Bill",https://www.congress.gov/member/c-w-young/Y000031,Republican,Florida,13,House,2013,2013
"Young, C. W. Bill",https://www.congress.gov/member/c-w-young/Y000031,Republican,Florida,10,House,1993,2013
"Young, C. W. Bill",https://www.congress.gov/member/c-w-young/Y000031,Republican,Florida,8,House,1983,1993
"Young, C. W. Bill",https://www.congress.gov/member/c-w-young/Y000031,Republican,Florida,6,House,1973,1983
"Young, C. W. Bill",https://www.congress.gov/member/c-w-young/Y000031,Republican,Florida,8,House,1971,1973
"Young, David",https://www.congress.gov/member/david-young/Y000066,Republican,Iowa,3,House,2015,2019
"Young, Don",https://www.congress.gov/member/don-young/Y000033,Republican,Alaska,At Large,House,1973,inf
"Young, Todd",https://www.congress.gov/member/todd-young/Y000064,Republican,Indiana,0,Senate,2017,inf
"Young, Todd",https://www.congress.gov/member/todd-young/Y000064,Republican,Indiana,9,House,2011,2017
"Zeldin, Lee M.",https://www.congress.gov/member/lee-zeldin/Z000017,Republican,New York,1,House,2015,inf
"Zinke, Ryan K.",https://www.congress.gov/member/ryan-zinke/Z000018,Republican,Montana,At Large,House,2015,2017
